latitude,longitude,brightness
16.2972,101.85835,330.08
16.29793,101.86256,342.03
16.29845,102.11189,338.22
16.30293,99.1461,340.08
16.30379,99.15069,342.07
16.30468,99.15549,336.32
16.30518,101.20304,344.35
16.30823,99.14954,349.69
16.31004,99.15925,331.08
16.31095,99.16414,340.89
16.31537,99.16285,337.65
16.31563,101.28415,344.31
16.31857,101.27793,342.19
16.32677,98.35853,331.37
16.34049,99.11833,337.58
16.34506,103.07291,341.93
16.346,102.96809,336.47
16.34657,98.51095,351.63
16.3638,99.52276,344.35
16.36746,99.21083,341.86
16.36843,99.21593,348.15
16.37172,101.90437,335.99
16.38489,98.63428,339.7
16.40001,98.33026,331.82
16.40006,101.82665,332.15
16.40019,99.18764,353.28
16.40046,98.33294,342.58
16.40055,97.97586,354.33
16.40067,98.4632,338.36
16.40167,98.46848,339.3
16.40207,99.02323,345.61
16.40271,98.47398,346.35
16.4043,97.96924,348.32
16.40539,97.97485,346.6
16.40731,98.44686,340.4
16.40771,98.44444,344.51
16.41045,98.43767,338.9
16.41131,98.44223,343.33
16.41167,99.24876,333.27
16.41168,98.43982,356.26
16.41254,99.25342,344.78
16.41426,99.57747,350.06
16.41447,99.57648,343.11
16.41527,99.58086,342.29
16.41528,98.43748,367
16.41565,98.43515,339.6
16.41759,99.18142,334.61
16.41771,99.10713,332.46
16.41967,98.46073,349.15
16.42012,98.45802,340.66
16.43614,99.18139,333.41
16.43683,99.1851,345.85
16.43755,99.18892,345.55
16.44198,99.18784,341.52
16.44295,99.18193,331.92
16.44444,99.18968,335.86
16.4457,99.1829,334.06
16.44642,99.18674,344.53
16.44895,98.60545,356.8
16.45109,99.17596,344.91
16.45121,98.60278,341.44
16.45159,98.18916,331.35
16.45206,98.60726,350.05
16.4533,99.18752,345.71
16.45389,99.17698,352.1
16.4553,99.18462,367
16.45606,99.18872,334.27
16.45699,99.18256,367
16.45854,99.20222,330.64
16.46029,99.19983,332.13
16.46176,101.3113,339.85
16.47264,99.21598,336.82
16.47352,99.22056,344.88
16.47437,99.22502,333.12
16.47514,101.24933,344.8
16.47791,99.09699,334.67
16.47992,99.08294,342.56
16.4831,98.5825,331.84
16.48459,99.08295,342.52
16.49265,104.47118,347.24
16.4929,99.15164,349.79
16.49724,99.15001,342.17
16.49829,99.1309,335.99
16.49939,104.60079,341.19
16.53445,99.37244,342.26
16.5471,98.99018,340.87
16.55097,99.15631,338.1
16.55162,98.98929,332.64
16.56411,99.31037,331.4
16.56796,99.20635,335.95
16.59943,102.40359,336.85
16.60019,102.40809,343.92
16.60238,102.40443,356.91
16.61169,101.72736,337.16
16.61256,101.73229,336.94
16.62294,101.72426,334.93
16.64802,101.38583,346.11
16.65097,101.37991,343.12
16.65854,104.24036,336.56
16.65915,104.2442,330.76
16.68524,101.81208,330.52
16.71915,101.80824,336.82
16.72365,101.8558,336.62
16.72444,101.8588,334.16
16.75497,101.49466,338.51
16.75623,101.49665,331.21
16.79578,101.4054,333.45
16.80469,103.31372,343.36
16.83532,102.12015,339.28
16.8384,101.9806,350.76
16.84593,100.79707,344.63
16.86063,101.8195,343.57
16.8608,104.60356,340.42
16.86447,101.81917,347.16
16.8683,101.81879,339.24
16.87095,100.74932,339.81
16.87209,100.80121,355.41
16.87286,104.28946,334.54
16.87626,104.28895,346.48
16.89263,103.84818,338.16
16.89366,101.47861,330.27
16.89839,101.48291,337.21
16.90256,101.70599,331.87
16.90381,101.70808,346.52
16.90393,101.26529,338.06
16.9053,101.69946,334.76
16.90629,101.70496,338.29
16.90661,101.70146,338.6
16.90754,101.70692,339.47
16.90783,101.26456,340.5
16.91499,101.53191,335.93
16.91973,103.81914,334.7
16.92182,101.52573,333.01
16.93048,101.70885,345.65
16.93727,101.43277,339.28
16.94113,101.43208,335.43
16.94199,102.52885,336.63
16.9422,102.52785,335.88
16.94458,101.54279,334.51
16.94568,101.66153,336.66
16.95477,101.89095,333.87
16.9631,100.82439,337.57
16.9681,101.35551,344.49
16.97061,101.5561,334.16
16.97291,104.85386,333.13
16.97481,101.09918,333.76
16.97569,101.10419,342.61
16.97773,101.57442,348.67
16.97856,101.57921,333.79
16.98012,103.63405,336.28
16.9827,101.09793,330.58
16.98583,101.09273,341.66
16.98667,101.09749,331.12
16.99962,101.3077,338.69
17.00896,101.49544,337.34
17.01077,101.55022,355.83
17.02212,101.50265,341.24
17.02298,101.50752,367
17.02329,103.7683,346.06
17.02517,101.40726,337.81
17.02591,101.50172,345.68
17.02679,101.50669,343.55
17.03035,101.2542,337.57
17.039,102.17619,335.62
17.08404,101.58596,336.45
17.11077,101.74072,335.94
17.11158,101.74538,350.7
17.11241,101.75018,354.19
17.39168,104.93535,338.12
17.4598,104.85258,335.36
17.47141,103.81438,349.35
17.47984,103.88847,356.13
17.48841,104.79485,334.36
17.49175,104.79427,333.22
16.4542,97.99342,339.34
16.5,97.81573,338.02
16.50028,97.98151,344.74
16.53661,96.57632,336.88
16.56691,96.35461,367
16.57607,97.8411,347.92
16.65399,99.02885,341.54
16.66184,99.04546,336.21
16.66564,99.04091,344.03
16.69403,99.0677,331.9
16.72535,96.30077,338.74
16.72606,96.30431,332.31
16.73066,99.03961,350.8
16.73286,98.72773,340.26
16.73371,98.73215,356.04
16.73437,99.03451,353.82
16.7351,99.03842,344.44
16.75654,99.49599,343.38
16.76987,97.30019,332.14
16.77048,97.30323,332.62
16.78133,99.45927,343.4
16.80248,98.42134,350.49
16.80642,98.34026,341.83
16.81482,98.33316,337.97
16.81603,98.36508,367
16.81641,98.03481,334.32
16.82071,98.36411,339.33
16.82434,99.49632,350.37
16.8407,97.24506,333.73
16.84132,97.24811,330.85
16.84251,98.31935,348.49
16.8431,97.24663,339.48
16.84827,99.1148,345.25
16.88378,97.77102,344.16
16.89964,98.28651,335.74
16.92155,98.32455,349.04
16.92184,98.47834,341.73
16.92601,97.93559,343.34
16.9427,98.35912,332.95
16.94631,98.41607,346.6
16.9479,98.93423,331.9
16.94821,100.50684,331.27
16.94913,98.41879,342.73
16.95949,98.94585,337.39
16.96025,98.94982,343.05
16.96052,98.95707,352.7
16.96103,98.95383,344.82
16.96184,98.9581,341.95
16.96247,99.58619,338.23
16.96326,98.94114,355.34
16.96447,99.58776,336.02
16.96556,98.95317,347.77
16.96639,98.95745,350.48
16.97095,98.95688,337.2
16.9775,98.94234,332.59
16.97833,98.94669,337.75
16.98568,100.82719,342.27
16.98903,100.82288,348.87
16.98966,100.82639,350.43
16.99367,98.85514,338.69
16.99922,99.55816,354.95
17.00002,99.56245,344.12
17.00098,100.82046,342.17
17.00625,100.8268,340.69
17.00958,100.82237,340.19
17.01023,100.82596,342.53
17.01318,99.60899,341.52
17.0386,99.62574,336.51
17.04103,99.41936,340.96
17.04119,99.4201,337.82
17.04236,101.23085,348.34
17.04298,101.2334,341.39
17.04325,100.22329,335.7
17.04474,101.01797,342.67
17.04625,101.23012,345.64
17.04659,100.63537,337.73
17.04685,100.63589,347.17
17.04688,101.2327,349.63
17.04716,101.23536,335.64
17.04726,100.63902,341.91
17.04749,100.63955,341.41
17.05128,100.63823,340.4
17.05195,100.64188,356.01
17.05285,100.71693,336.3
17.05348,100.72047,342.58
17.05425,101.2736,336.5
17.05426,101.27631,341.79
17.05518,101.27876,338.16
17.0556,98.85418,351.57
17.05597,100.64101,367
17.05801,100.60651,330.32
17.05997,100.64009,354.09
17.06222,98.45457,333.73
17.06383,101.37131,334.31
17.06398,100.63922,346.03
17.06416,98.42561,341.04
17.06651,98.42735,346.71
17.07051,98.22407,356.07
17.07126,98.42696,336.75
17.07794,98.31235,331.09
17.08262,98.31141,338.17
17.08555,101.04147,347.31
17.08727,98.31032,334.79
17.09196,101.28266,345.3
17.09234,100.89434,336.85
17.09345,100.89143,342.79
17.09525,98.22556,330.65
17.0963,100.89355,339.1
17.09675,98.69945,339.23
17.09866,96.12106,338.09
17.10071,98.91878,334.38
17.10292,98.90583,334.62
17.104,101.39538,342.25
17.10437,98.91348,340.38
17.11714,98.18655,341.27
17.1176,98.18422,347.14
17.12513,97.53164,336.41
17.12534,97.53095,337.16
17.12601,101.4074,338.64
17.12624,97.53738,342.67
17.12649,97.53669,342.1
17.12735,97.54314,339.31
17.12764,97.54243,339.64
17.13138,98.38821,339.12
17.1336,100.60869,333.56
17.13947,101.27951,335.6
17.1405,98.95683,349.16
17.14129,98.96099,367
17.14232,98.89191,345.99
17.14265,101.45691,339.07
17.14354,97.54521,341.97
17.14383,101.44099,332.53
17.14407,98.90125,348.36
17.14618,98.00384,336.16
17.14762,101.32623,336.2
17.14778,98.97084,335.49
17.14779,98.89625,333.12
17.14806,98.8931,338.31
17.14818,101.28352,350.62
17.14847,101.37672,341.93
17.14861,98.9006,367
17.14891,98.89751,338.68
17.14974,98.90178,342.93
17.15209,101.28302,334.8
17.15225,98.91473,337.3
17.15277,101.28524,331.28
17.15335,98.42751,343.09
17.15391,98.90399,347.6
17.15409,98.73018,337.67
17.15426,98.901,337.74
17.15507,98.90518,343.27
17.15644,98.66862,338
17.15767,98.89915,349.55
17.15768,98.72431,350.89
17.15801,98.89622,348.04
17.15845,98.90335,344.29
17.1588,98.90035,367
17.16108,98.66809,342.53
17.16144,98.89439,367
17.16219,98.89843,335.82
17.16254,98.8955,344.4
17.16328,100.70573,331.23
17.16337,100.40137,341.24
17.16362,101.39518,337.44
17.16396,100.70963,332.16
17.16447,101.40011,333.11
17.16456,100.70595,330.57
17.16668,98.89743,333.05
17.16743,101.39426,342.91
17.16747,98.9017,332.12
17.16829,98.9061,343.26
17.16863,98.90289,347.27
17.16919,100.61765,331.21
17.17936,100.84372,337.41
17.18333,101.29945,338.64
17.18457,98.86433,339.73
17.18935,101.40617,344.73
17.19021,101.41117,333.3
17.1908,101.40802,349.53
17.19306,101.37621,330.86
17.19602,97.39431,331.83
17.19605,97.47379,336.71
17.19653,97.47186,334.87
17.19695,101.37568,330.18
17.19782,101.38055,335.79
17.1991,99.19661,342.64
17.20163,99.94611,332.67
17.20286,99.60294,338.07
17.20366,99.60719,353.12
17.20382,101.36957,331.78
17.20676,101.36373,333.2
17.21106,101.25285,335.24
17.21164,99.43477,340.14
17.21195,101.25786,337.86
17.2125,98.96175,335.03
17.21293,101.39846,342.04
17.21336,98.96629,341.11
17.21487,97.35826,335.14
17.21965,96.68777,367
17.21983,101.39256,335.11
17.22031,96.69105,335.35
17.22189,101.08563,337.77
17.22284,101.38713,331.8
17.22328,102.07463,342.13
17.22369,101.39191,355.48
17.2241,101.30406,351.34
17.22538,98.80801,337.37
17.22618,102.06934,339.92
17.22677,101.02426,342.49
17.22698,102.07397,342.02
17.22761,101.02564,343.21
17.22803,101.3037,346
17.22859,97.87332,341.68
17.2289,101.30864,354.99
17.23031,97.72797,331.71
17.23139,97.73354,349.35
17.23438,98.9547,338.67
17.23553,101.02777,348.37
17.25147,99.31104,336.14
17.25254,98.19644,331.24
17.25615,101.02955,346.54
17.25713,98.01926,333.15
17.27275,100.96321,339.4
17.27495,101.43564,334.03
17.27582,98.44962,334.36
17.27672,100.96264,351.59
17.27762,100.9677,335.84
17.27808,101.30834,337.53
17.27923,101.2999,335.11
17.28009,101.3049,340
17.28109,99.3479,335.96
17.28156,99.18103,346.75
17.28225,98.96262,330.05
17.28325,98.96804,338.15
17.2847,98.96436,342.55
17.28799,98.42595,336.24
17.29072,98.42693,336.99
17.29147,102.46987,339.21
17.29216,98.12347,331.1
17.29655,100.95969,333.03
17.29807,101.21889,336.62
17.29965,100.95419,340.49
17.30306,101.31425,342.47
17.30364,100.95374,350.08
17.30451,100.95867,336.22
17.30761,100.95322,350.86
17.30945,98.92402,338.46
17.30985,101.55181,334.27
17.31042,98.92912,335.17
17.31048,100.88739,330.63
17.31114,101.55352,341.52
17.31128,98.93359,346.73
17.31586,98.93329,338.35
17.31665,98.93743,342.8
17.31831,98.60503,342.95
17.31841,100.93087,335.28
17.31857,100.95408,347.3
17.31934,100.93598,353.69
17.31945,100.95112,330.83
17.3197,98.60635,330.9
17.31998,101.34225,335.64
17.32037,100.95632,349.02
17.32042,100.93331,356.86
17.32132,100.93844,335.67
17.32209,98.94159,345.08
17.32225,101.21965,341.57
17.32339,100.95825,341.24
17.32613,101.21896,348.51
17.32668,98.94138,344.89
17.32731,99.23333,339.78
17.32736,100.95765,331.22
17.3284,101.03058,332.61
17.32887,101.02803,337.58
17.32889,99.36201,336
17.32921,101.05728,335.14
17.32944,101.05441,333.71
17.32946,99.12541,343.71
17.3296,100.92506,333.51
17.33038,101.49017,338.32
17.33051,100.93011,351.43
17.33195,101.29736,340.4
17.3326,101.48042,346.61
17.33342,101.48505,344.51
17.33358,100.92451,344.61
17.33406,101.03943,338.18
17.3345,100.92959,350.49
17.33575,101.29629,333.26
17.33665,101.30136,342.01
17.33743,101.01327,341.96
17.33801,101.01077,334.97
17.33831,101.01812,338.4
17.33886,101.0156,335.26
17.34325,98.00485,339.92
17.34507,100.64515,333.43
17.34972,100.64795,331.08
17.34981,98.94102,332.53
17.34995,97.98864,337.47
17.35457,101.04089,347.39
17.3549,96.55035,331.11
17.35782,96.6735,330.07
17.35945,101.04547,347.12
17.35953,100.95556,340.53
17.36236,101.49281,348.27
17.36325,100.9989,331.17
17.36409,101.0036,330.8
17.36429,97.98613,340.17
17.36757,100.28162,337.39
17.36926,101.07748,337.2
17.37536,100.55506,333.56
17.37587,101.47993,347.84
17.37614,100.55933,336.89
17.38285,97.7473,336.76
17.38298,100.41297,331.61
17.38609,101.53854,334.72
17.38688,97.52509,332.78
17.38765,101.41153,336.57
17.38927,100.87067,332.08
17.39016,100.87569,338.24
17.39055,100.99274,333.68
17.39057,101.5417,349.31
17.39146,101.41064,342.98
17.39226,99.38433,340.99
17.39252,101.4073,336.05
17.3944,101.40479,342.08
17.39633,101.40644,344.46
17.40074,99.13911,346.8
17.40217,100.98967,330.48
17.40711,101.0861,345.08
17.41042,101.0363,341.56
17.41391,98.58599,340.59
17.41474,98.5884,347.54
17.41475,98.59026,340.6
17.41631,100.43456,335.16
17.42041,101.48705,348.29
17.42192,101.48325,337.15
17.4224,99.16548,340.57
17.42287,101.48858,339.18
17.42329,99.1701,338.59
17.42426,99.16744,351.86
17.42448,100.43327,341.02
17.42508,100.48345,336.24
17.42514,100.4604,335.34
17.42743,101.35867,336.22
17.42852,100.43237,344.72
17.42908,100.45893,331.44
17.42912,100.43571,345.4
17.42923,101.50217,336.03
17.4302,100.9235,336.96
17.43081,98.57529,338.6
17.43111,100.9285,333.92
17.43155,100.92572,343.58
17.43169,98.5798,341.32
17.43174,98.57801,352.49
17.43296,101.50105,332.85
17.43435,101.05745,332.53
17.43528,101.42525,334.92
17.4381,100.92213,337.31
17.43838,100.60423,341.62
17.43852,99.20183,335.82
17.44003,99.20361,337.33
17.44936,101.30284,344.39
17.45005,101.4418,345.65
17.45171,100.9299,336.9
17.45581,100.90742,335.23
17.459,101.0825,330.11
17.46615,100.96497,347.02
17.47091,100.96889,335.4
17.47148,99.01369,333.77
17.47164,100.46613,332.03
17.47302,100.45078,331.09
17.48004,101.31925,330.3
17.48166,100.73114,332.66
17.48172,100.31373,335.38
17.48174,101.32903,337.56
17.4822,101.39991,337.47
17.48394,101.31886,356.51
17.48514,101.31593,348.36
17.48519,97.89942,345.98
17.48602,101.32085,344.96
17.48605,100.75593,347.01
17.48942,100.98164,340.18
17.49021,100.98611,332.72
17.49203,100.11158,330.31
17.49235,99.31796,333.59
17.49324,100.91183,331.76
17.49367,100.11143,330.1
17.49389,100.58771,330.63
17.4939,97.89507,331.36
17.49455,100.59136,339.79
17.49521,100.595,342.49
17.49869,101.16918,339.24
17.49956,101.17404,331.22
17.50064,100.57918,339.99
17.50281,100.98858,332.33
17.50469,100.57854,332.31
17.50504,100.97832,341.44
17.50632,101.37936,339.59
17.50874,101.38116,340.94
17.50922,100.86388,336.08
17.51094,100.86107,346.03
17.51247,96.47346,353.39
17.51408,99.38557,335.29
17.51533,98.64571,334.41
17.51748,96.2655,341.63
17.51879,98.63911,331.89
17.51966,98.64371,340.34
17.52277,100.60955,334.15
17.52341,100.61308,330.04
17.52431,97.07304,367
17.52649,101.28041,347.2
17.52943,100.57743,330.01
17.53199,101.01637,331.17
17.53833,98.66768,333.33
17.53896,101.056,334.49
17.53904,101.50677,345.5
17.53949,97.14926,351.55
17.54059,101.38228,332.47
17.54197,101.0502,336.56
17.54589,100.94117,331.02
17.5518,100.83871,337.75
17.55667,100.9334,332.88
17.55937,100.25903,343.12
17.56361,96.30186,330.61
17.56384,101.98324,343.86
17.56424,97.14272,342.94
17.56424,99.31358,333
17.56776,101.37939,335.24
17.56828,97.13993,208
17.5686,99.31278,343.33
17.56865,99.31606,342.7
17.56868,97.13882,347.43
17.56882,97.14258,356.94
17.56921,97.14149,208
17.56936,97.14522,332.42
17.56945,100.80035,346.86
17.56973,97.14412,367
17.5727,97.13607,336.32
17.57537,100.60229,339.35
17.57741,97.2882,332.48
17.57891,97.29581,339.72
17.57932,100.60118,339.27
17.58078,101.06721,335.91
17.5832,101.1031,343.5
17.58385,97.1396,367
17.58467,101.06647,332.8
17.5855,101.23077,343.55
17.58605,97.27763,330.48
17.58606,97.27975,349.87
17.58641,100.80368,335.32
17.58653,101.23284,347.55
17.59292,101.02248,335.53
17.59398,100.40228,337.6
17.59468,100.40614,341.47
17.59542,100.41021,339.84
17.59547,97.8305,307.3
17.59571,100.43482,342.65
17.59646,97.8356,342.62
17.5974,100.39802,337.36
17.59876,97.82842,310.59
17.59881,100.38264,333.09
17.59953,100.40974,344.33
17.59985,97.83388,367
17.60027,100.41381,332.73
17.60086,100.39397,338.31
17.60134,97.83513,347.81
17.60143,100.37395,337.22
17.60154,100.39771,332.78
17.60347,101.26054,335.83
17.60508,100.41719,340.76
17.60563,98.28567,334.5
17.60739,101.05834,331.58
17.61077,102.10171,333.19
17.6111,101.01122,349.59
17.61194,101.01591,334.85
17.61445,102.10103,343.84
17.61507,101.01086,339.5
17.61521,102.10545,336.77
17.61658,99.37604,346.52
17.62029,103.70004,338.38
17.62333,99.07285,337.92
17.62373,100.92247,331.41
17.6245,99.9787,332.1
17.62559,101.07021,333.3
17.62561,99.06939,332.98
17.62687,98.39425,346.64
17.62759,100.92132,334.88
17.62788,100.88278,335.91
17.62952,99.01823,337.41
17.63005,99.98544,335.04
17.63037,99.02266,347.34
17.63148,98.39333,367
17.63395,99.01741,343.64
17.63412,99.98413,330.62
17.63426,98.99507,335.73
17.63476,99.02165,343.46
17.63561,99.04996,344.08
17.63652,99.0547,344.93
17.63685,103.99504,337.09
17.637,96.90768,332.67
17.63731,99.03495,343.75
17.63748,99.05965,330.56
17.63906,99.06792,351.59
17.63962,96.90848,333.18
17.64005,99.04919,341.31
17.64116,101.02155,332.05
17.64344,101.05742,349.37
17.64427,101.17595,333.9
17.64494,99.76114,332.3
17.6475,98.3028,331.43
17.64877,100.95274,337.58
17.64974,100.95522,332.24
17.65306,96.68716,355.16
17.65371,96.69037,335.29
17.65728,100.93267,332.56
17.66411,97.203,348.1
17.665,100.93052,338.58
17.66641,100.34488,340.77
17.66897,100.90752,332.66
17.67296,97.19539,340.92
17.67332,100.49593,331.13
17.67341,100.49525,332.19
17.67381,100.91185,341.46
17.6778,101.50103,333.85
17.67866,101.50589,334.77
17.68474,97.28107,334.89
17.68557,100.40345,337.48
17.68588,97.28684,342.91
17.68748,101.48915,335.51
17.69085,97.28593,341.82
17.69516,98.45123,332.4
17.69611,100.50659,337.06
17.70242,100.40391,341.97
17.70396,104.19427,331.97
17.70612,100.91094,333.89
17.70643,103.54016,347.61
17.70797,100.92138,347.59
17.70894,100.9268,330.97
17.70988,103.53956,336.42
17.71871,100.9362,333.04
17.72081,100.97093,350.26
17.72243,99.14695,332.36
17.72453,100.9233,346.11
17.72597,100.23124,340.44
17.72663,100.23492,336.02
17.72756,98.67068,331.99
17.7288,100.23077,340.59
17.73208,98.66983,333.96
17.73215,101.26019,335.43
17.73287,98.67395,335.68
17.73293,99.29984,333.79
17.73365,98.67807,332.64
17.73416,100.22965,337.46
17.73447,98.68237,341.17
17.73814,98.79973,342.26
17.73816,104.05627,339.18
17.73894,98.80393,355.96
17.74093,104.05187,336.34
17.74155,104.05568,349.07
17.74256,98.79852,349.34
17.74335,98.80269,342.8
17.74382,99.16431,344.55
17.74396,99.16537,342.65
17.74494,104.05508,349.52
17.74767,99.82143,345.99
17.75703,98.00651,333.1
17.75752,98.00394,332.33
17.7581,101.9166,335.95
17.76065,99.37634,332.64
17.77543,99.3288,335.77
17.77632,99.31583,341.55
17.77701,99.31952,345.55
17.77756,99.31643,342.92
17.7777,99.3233,336.37
17.77825,99.32008,346.33
17.77842,99.32716,338.36
17.77971,99.32771,335
17.78205,99.32252,352.19
17.78261,99.31937,335.46
17.78283,100.59636,341.85
17.78333,99.32316,346.02
17.78347,100.59994,340.24
17.78541,99.41358,338.47
17.78666,97.97758,335.05
17.7868,100.59544,342.47
17.78706,104.88957,344.46
17.78743,100.599,339.12
17.7875,97.98189,337.35
17.78752,100.4116,340.03
17.78825,100.41554,351.79
17.78877,101.60192,337.41
17.78897,100.41949,336.3
17.78924,98.2522,330.2
17.79251,98.254,347.86
17.79485,98.25639,346.31
17.79528,98.2436,337
17.79532,100.22415,336.6
17.79542,101.59549,334.25
17.79617,101.55543,333.66
17.79625,98.24851,341.35
17.79771,98.24609,355.65
17.79816,98.25822,333.35
17.79953,98.25568,342.38
17.8005,101.53561,334.07
17.80189,98.25267,352.85
17.80602,104.00122,338.1
17.80956,101.40802,334.57
17.81476,100.62794,334.03
17.81589,98.2504,339.74
17.81634,98.86046,356.4
17.81792,101.33395,339.46
17.8197,97.26067,343.84
17.82057,101.33527,339.85
17.82174,101.33323,338.67
17.82317,98.26299,341.16
17.82375,97.25513,336.98
17.8239,101.4,345.7
17.82464,97.25964,341.81
17.82516,97.258,350.56
17.82542,101.39764,345.94
17.83327,104.62502,334.2
17.83515,100.44376,330.34
17.84651,100.6666,347.52
17.85042,100.6655,347.08
17.85196,103.19358,347.31
17.85527,100.6696,334.69
17.8564,101.52689,336.46
17.85787,101.52874,344.62
17.85931,101.52131,339.66
17.86019,101.52621,340.01
17.86032,100.69756,337.32
17.86408,100.71838,341.08
17.86548,99.42683,337.9
17.86709,99.60101,347.91
17.86959,99.82553,351.68
17.87009,99.82577,346.26
17.8722,100.9432,338.46
17.87319,99.7962,334.64
17.87334,101.82102,348.22
17.87361,99.79987,340.14
17.87394,99.80019,335.79
17.87686,103.40797,344.59
17.8774,99.79547,335.06
17.87957,99.71426,332.45
17.88036,99.71849,334.91
17.89239,99.97511,333.07
17.89659,99.97465,340.35
17.89771,100.14554,335.96
17.89843,100.14954,338.83
17.89999,101.46379,334.09
17.90084,99.97446,332.01
17.90151,99.97813,330.1
17.90244,99.97453,333.75
17.90354,99.86549,349.8
17.90376,104.41041,331.92
17.90429,99.8695,341.3
17.90938,99.98869,338.65
17.9101,99.99252,330.8
17.91373,100.72141,331.85
17.91377,99.85078,331.06
17.91491,103.40113,331.78
17.91556,103.40511,336.91
17.91574,99.99973,331.22
17.91699,97.91457,351.34
17.91704,99.93779,331.57
17.91779,97.91871,353.15
17.91869,97.9233,340.6
17.91984,100.12705,348.71
17.91986,100.19765,341.11
17.92062,100.20189,334.62
17.92079,100.59293,332.47
17.92186,101.58865,347.78
17.92268,101.59335,336.29
17.92644,101.59264,338.01
17.92748,100.70657,334.34
17.92872,100.70342,339.68
17.93387,100.18151,345.7
17.93679,100.18071,342.45
17.94245,97.14977,347.27
17.94333,98.85835,346.81
17.9442,100.12955,333.79
17.94496,100.13361,342.14
17.94848,101.49528,337
17.95136,100.71534,333.26
17.95192,98.12004,332.07
17.95228,101.49466,330.93
17.95442,97.72649,330.59
17.95577,103.38969,336.28
17.96104,100.10574,335.41
17.96418,97.87578,330.32
17.96839,99.63375,344.42
17.97192,100.76109,336.2
17.97341,99.63708,343.64
17.97448,99.96976,330.67
17.97667,100.09824,341.54
17.97769,101.99767,342.32
17.97919,101.56135,330.01
17.98041,104.45858,331.39
17.9822,102.0018,334.09
17.98366,101.5207,331.01
17.98399,100.62342,331.11
17.98429,101.48024,330.49
17.98699,104.58693,337.84
17.98776,100.45938,335.48
17.98848,100.45886,333.05
17.99124,99.49703,334.97
17.99148,101.0484,330.03
17.99381,102.06898,331.7
17.99458,101.53838,333.87
17.99656,100.45754,332.35
17.99795,104.4169,340.03
17.99886,100.49848,333.37
18.00051,100.50151,337.93
18.0022,99.92867,333.52
18.00452,100.50076,341.75
18.00531,99.92686,330.51
18.0063,99.92764,334.38
18.00783,101.99632,333.28
18.00862,102.00091,336.74
18.02223,100.23199,338.17
18.02637,104.34661,343.92
18.02917,97.78245,342.35
18.03004,97.78352,352.58
18.03718,98.07321,340.49
18.03726,100.47575,340.33
18.03901,101.24539,339.93
18.04346,103.45982,338.84
18.04725,100.3007,342.06
18.04921,97.68375,336.57
18.05001,96.50877,334.04
18.05012,98.03981,339.29
18.05068,96.51202,349.91
18.05645,100.53584,346.44
18.06042,100.53496,335.06
18.06859,102.11226,330.13
18.06892,102.11089,330.59
18.07129,101.20425,336.76
18.07421,100.33433,331.92
18.07433,100.54344,345.4
18.07674,99.91354,339.4
18.07959,98.09204,340.5
18.08009,98.08596,330.02
18.08101,98.09061,333.05
18.08248,102.10542,338.21
18.08613,102.10475,330.47
18.08902,97.70907,330.89
18.09089,100.5668,338.59
18.09348,100.35027,353.23
18.0938,99.41561,340.39
18.09805,99.4146,336.45
18.09814,99.12478,331.2
18.09853,100.28684,342.39
18.09872,97.70788,337.78
18.10055,100.59779,349.04
18.10188,100.28227,331.27
18.10252,100.28575,331.41
18.10479,100.57544,343.85
18.1052,100.27749,330.1
18.10676,100.58648,332.61
18.1086,98.00923,340.28
18.10932,101.86544,341.98
18.11095,102.09563,345.73
18.11167,102.09982,341
18.11277,100.57402,332.39
18.11295,97.83154,341.88
18.11339,101.82233,331.17
18.11382,101.51212,332.07
18.11392,100.2793,334.93
18.11408,100.00115,331.32
18.11497,102.42908,334.16
18.11551,100.00909,331.42
18.11648,100.59493,336.19
18.11656,100.58768,340.66
18.11711,101.82169,339.57
18.11755,100.59306,337.9
18.11758,101.51133,343.32
18.11762,100.06771,332.5
18.1177,101.81841,337.13
18.1187,100.58429,334.86
18.11903,100.052,332.73
18.11951,100.58884,354.06
18.12004,101.90575,336.34
18.12007,101.8167,338.24
18.12055,100.58699,343.78
18.12064,101.81341,339.13
18.12154,100.59237,332.45
18.12377,101.81591,334.61
18.12389,96.8728,334.09
18.12399,97.9133,330.7
18.12432,101.81258,336.98
18.12513,101.89101,349.24
18.12633,101.85332,333.44
18.12669,100.57563,343.42
18.12708,101.85778,334.03
18.12717,101.49941,332.23
18.12745,101.81506,336.19
18.12768,99.64587,332.41
18.12788,101.8544,347.43
18.128,101.81172,337.27
18.13051,102.07776,336.72
18.13072,99.70939,343.3
18.13128,102.08228,345.19
18.13253,101.88969,337.42
18.13271,104.37779,341.38
18.13334,97.70999,334.15
18.13346,101.88609,339.07
18.13408,97.99014,333.98
18.13489,99.7084,339.05
18.13536,101.81009,344.86
18.13747,96.29921,343.57
18.13785,104.96435,331.06
18.13874,100.57398,343.53
18.14158,101.53738,331.56
18.14212,100.56997,339.16
18.1424,101.54211,342.36
18.14267,96.298,333.36
18.14275,100.57339,334.17
18.14275,101.52177,342.8
18.14651,101.52105,344.82
18.14668,97.50079,337.68
18.14794,101.85995,338.45
18.14864,101.55561,344.79
18.14943,101.56018,337.02
18.14993,101.54071,340.03
18.15114,101.52534,339.77
18.15492,101.52473,337.86
18.1562,100.71428,334.78
18.15622,102.00677,336.7
18.15674,100.5598,334.34
18.15723,101.58272,340.09
18.1586,102.00755,334.01
